,Date,Month,Year,Quarter,Time Of Day,Primary Keywords,Secondary Keywords,Long-Tail Keywords,Location,Social Media Source,Media Type,Device Type,Organic_Traffic,Keywords_Ranking,Clicks,Impressions,CTR (%),Average_Position,Backlinks,Domain_Authority,Bounce_Rate (%),Pages_per_Session,Organic_vs_Paid_Traffic_Split (%),Organic_Traffic_Growth_Rate (%),Conversion_Rate (%),Goal_Completions,Average_Session_Duration (sec),New_vs_Returning_Visitors (%),Exit_Rate (%),Top_Landing_Pages,Keyword_Difficulty,CPC_for_Paid_Keywords ($),Indexed_Pages,Mobile_vs_Desktop_Traffic_Split (%),Organic_Revenue ($),Page_Load_Time (sec),Core_Web_Vitals_LCP (sec),Core_Web_Vitals_FID (ms),Core_Web_Vitals_CLS,Social_Shares,Referral_Traffic,Technical_SEO_Errors,Bounce_Rate_by_Device_Mobile (%),Time_to_First_Byte_TTFB (ms)
145,07/01/2020 01:00,January,1697.206424,Q1,Night,sustainable outdoor gear,eco-friendly sportswear,sustainable fashion for athletes,Australia,YouTube,Infographic,Laptop,5435.959018,11.92420593,1913.228265,32815.02881,0.64400707,39.68644331,102.5892726,31.00240227,15.31164892,7.787493397,57.29443898,2.013434658,3.309909665,79.33858971,131.9092705,54.66453957,11.04609413,Blog Post,57.45188187,5.117195076,714.3327251,64.77425189,3869.45867,1.128836299,3.498064354,418.959459,0.526070499,343.4452143,542.811029,3.309432337,22.12440103,743.4401811
146,07/01/2020 02:00,January,1709.708686,Q1,Night,vegan leather handbags,athleisure for eco-conscious consumers,eco-friendly clothing for hikers,United Kingdom,Instagram,Product page,Desktop,4897.725374,76.53305818,1913.859723,19612.02858,4.686339444,8.644521861,673.986105,54.85087398,41.68207265,2.514273943,72.33087887,-2.691995827,3.571373013,405.5563586,295.2873712,54.62417548,29.97568313,Homepage,41.1020986,7.032941104,1543.359317,61.4430872,7803.839766,4.712194031,2.34970421,775.9517772,0.26133375,84.1601364,3720.9333,11.36610764,9.15724045,993.2514694
147,07/01/2020 03:00,January,1638.243818,Q1,Night,eco-friendly clothing,sustainable activewear,sustainable fashion for athletes,United States,Snapchat,Video,Desktop,8065.022348,1.62246821,111.451634,7110.355978,5.838794028,13.32773364,500.5272438,11.19558002,46.04842331,3.313710637,81.5270748,19.9132752,10.05316388,131.1476785,109.2305004,55.91449835,20.76158514,Homepage,8.634114172,6.867903044,506.2257602,73.08585274,5369.749952,7.632661091,3.802919431,289.1891645,0.561091487,405.719909,2979.994837,12.59157258,45.15685586,1030.610552
148,07/01/2020 04:00,January,1737.998312,Q1,Night,recycled fabric dresses,green fashion trends,sustainable fashion for athletes,Germany,Pinterest,Image gallery,Mobile,489.434019,31.29896372,2076.2799,24510.43474,6.602666778,33.01097297,805.8649592,53.69091754,50.06437982,1.786830969,80.51995992,33.19254176,12.53564388,33.26269316,336.6198815,41.75952873,22.79308021,Blog Post,42.30510435,1.589135026,1453.110469,61.940715,721.5710443,4.245155566,2.841694867,424.9398649,0.596832498,111.8495159,401.7495589,11.58227195,26.67138125,342.5101052
149,07/01/2020 05:00,January,1739.823521,Q1,Night,eco-friendly accessories,sustainable activewear,carbon-neutral activewear,United Kingdom,Facebook,Video,Desktop,6086.943322,21.97459789,2186.751461,3364.71813,6.564131875,34.71741145,649.4616281,58.13167445,39.77646436,7.511446656,71.64097015,-7.836724032,10.02258842,290.9850005,240.4402284,61.18766948,21.37826533,Homepage,69.06115598,3.537746025,1482.773221,70.15675922,6404.742329,5.299419913,2.429096011,110.9836891,0.526782493,63.44794509,2220.19386,0,53.24824225,759.1353888
150,07/01/2020 06:00,January,1744.228891,Q1,Morning,eco-friendly accessories,athleisure for eco-conscious consumers,where to buy recycled polyester running shorts,United States,TikTok,Image gallery,Laptop,1756.244463,33.3572239,451.1323434,41405.93351,8.429230094,11.17095361,281.9010441,65.86138943,15.69768708,5.341680456,76.2963317,8.785510994,7.040667769,385.6067922,232.7875457,44.17230903,39.98059259,Product Page,24.51684204,4.063698733,2713.070321,56.82935304,4242.424924,2.471630302,0.946222637,262.7972882,0.311045579,412.6008536,1833.900407,8.732136767,52.17555466,972.9049363
151,07/01/2020 07:00,January,1707.529102,Q1,Morning,organic cotton apparel,sustainable activewear,sustainable fashion for athletes,Australia,TikTok,Blog post,Desktop,3464.662402,43.2082219,387.9546998,42282.65212,6.564481361,9.393519756,528.0802185,70.21625219,23.15718107,6.236170976,48.66729908,5.357844616,3.6206443,172.7289967,111.5394021,36.06013949,8.482461034,Category Page,15.14926148,6.93578841,1047.733201,75.11206097,5882.768813,1.430480972,0.940208433,340.1015551,0.488005245,189.2078173,2957.202592,12.59225997,10.52284429,613.8100993
152,07/01/2020 08:00,January,1677.841164,Q1,Morning,recycled fabric dresses,green fashion trends,sustainable fashion for athletes,Australia,Instagram,Product page,Desktop,4199.212699,22.44995474,881.3411214,20636.73001,0.666484556,30.08317582,621.7112451,36.74550071,13.23618508,1.158576264,58.75474825,13.84584028,2.33496682,350.5816368,348.3326146,35.55502905,32.43388491,Product Page,10.08967787,7.320091639,715.5372021,51.94104867,1769.861737,7.921849631,4.288906061,778.2230156,0.653175026,87.5515751,3245.107317,16.56255154,47.30192924,113.9097168
153,07/01/2020 09:00,January,1738.410711,Q1,Morning,vegan leather handbags,eco-friendly hiking gear,eco-friendly clothing for hikers,United Kingdom,Snapchat,Blog post,Tablet,5248.28272,82.28626188,1859.655258,38827.09107,1.158906323,16.83403771,352.1974355,55.53691762,12.18775137,6.281882963,69.97171442,-3.076644491,5.818739836,134.8246511,398.3675652,62.01943701,28.74173854,Category Page,36.55176642,1.285340457,3396.645879,63.19886718,2323.598586,4.665184273,1.778360684,545.2860638,0.271604739,154.5095469,3939.73817,11.30000337,45.10109896,282.5007073
154,07/01/2020 10:00,January,1780.964001,Q1,Morning,vegan leather handbags,sustainable activewear,eco-friendly clothing for hikers,Mexico,Facebook,Infographic,Mobile,8652.846381,3.349097852,2078.286005,39833.83653,5.572391319,41.53831893,146.9922493,46.87988734,9.733426897,3.805878982,59.42683634,17.10093557,6.486758487,218.2721709,188.3092884,39.23749076,27.97094164,Homepage,63.81340712,8.007364072,2689.636337,46.22411962,5221.325258,3.963822283,1.335048195,481.47778,0.806907824,415.6330888,3957.306012,15.19191944,21.61046066,1214.104012
155,07/01/2020 11:00,January,1709.700854,Q1,Morning,eco-friendly clothing,eco-friendly sportswear,biodegradable outdoor clothing,Mexico,Facebook,Infographic,Mobile,1809.692532,48.73064057,2306.020222,37110.89722,7.716060868,32.38952558,320.3510437,12.49458469,40.66316684,1.666944265,45.99478046,-3.579998859,11.37212412,408.8789648,316.4922565,43.3187955,24.65072976,Product Page,69.75861347,0.91825772,2847.24147,76.19092331,4840.483859,5.7699835,3.344529496,717.2748918,0.132967167,171.2551303,1094.458767,3.35934675,8.629546958,245.3674896
156,07/01/2020 12:00,January,1719.371361,Q1,Afternoon,recycled fabric dresses,sustainable activewear,eco-friendly clothing for hikers,Mexico,TikTok,Blog post,Desktop,4714.549928,36.28510429,1659.460545,4240.238352,6.564029143,10.21786954,116.8400299,36.68911114,26.87928865,5.920067557,76.85749433,-5.796380235,6.876208147,348.2593252,408.059774,36.65289459,21.2021618,Blog Post,29.43466325,6.149190283,2554.490612,46.45500971,8244.639993,1.63439589,0.982718764,859.3278524,0.098211807,127.3714483,3365.150611,4.191452136,10.54501851,1246.8359
157,07/01/2020 13:00,January,1660.237351,Q1,Afternoon,eco-friendly clothing,green fashion trends,biodegradable outdoor clothing,United States,TikTok,Video,Laptop,7916.184864,36.80357934,2021.379995,23100.32218,3.557091679,28.82993568,806.6460565,28.23429879,29.88725455,1.684765225,71.73703966,11.1863259,12.14384325,180.8323333,133.4345853,51.58463822,19.01912743,Homepage,75.30675446,4.166363358,3253.206336,42.53266688,4491.928034,4.335714933,2.082221203,210.729055,0.761588064,264.9164166,641.5004326,0.815526673,16.62775262,648.2896245
